Time,ECG
0,0
0.000465999997686595,0
0.000930999995034654,0
0.00139699999999721,0
0.00186199999734527,0
0.00232799999503186,0
0.00279299999965588,0
0.00325899999734247,0
0.00372399999469053,0
0.00418999999965308,0
0.00465499999700114,0
0.00512099999468774,0
0.00558599999931175,0
0.00605199999699835,0
0.00651699999434641,0
0.00698299999930896,0
0.00744799999665702,0
0.00791399999434361,0
0.00837899999896763,0
0.00884499999665422,0
0.00930999999400228,0
0.00977599999896483,0
0.0102409999963129,0
0.0107070000012754,0
0.0111719999986235,0
0.0116379999963101,0
0.0121030000009341,0
0.0125689999986207,0
0.0130339999959688,0
0.0135000000009313,0
0.0139659999986179,0
0.014430999995966,0
0.0148970000009285,0
0.0153619999982766,0
0.0158279999959632,0
0.0162930000005872,0
0.0167589999982738,0
0.0172239999956219,0
0.0176900000005844,0
0.0181549999979325,0
0.0186209999956191,0
0.0190860000002431,0
0.0195519999979297,0
0.0200169999952777,0
0.0204830000002403,0
0.0209479999975883,0
0.0214139999952749,0
0.021878999999899,0
0.0223449999975855,0
0.0228099999949336,0
0.0232759999998962,0
0.0237409999972442,0
0.0242069999949308,0
0.0246719999995548,0
0.0251379999972414,0
0.0256029999945895,0
0.026068999999552,0
0.0265339999969001,0
0.0269999999945867,0
0.0274659999995492,0
0.0279309999968973,0
0.0283969999945839,0
0.0288619999992079,0
0.0293279999968945,0
0.0297929999942426,0
0.0302589999992051,0
0.0307239999965532,0
0.0311899999942398,0
0.0316549999988638,0
0.0321209999965504,0
0.0325860000011744,0
0.033051999998861,0
0.0335169999962091,0
0.0339830000011716,0
0.0344479999985197,0
0.0349139999962063,0
0.0353790000008303,0
0.0358449999985169,0
0.0363099999958649,0
0.0367760000008275,0
0.0372409999981755,0
0.0377069999958621,0
0.0381720000004862,0
0.0386379999981727,0
0.0391029999955208,0
0.0395690000004834,0
0.0400339999978314,0
0.040499999995518,0
0.0409660000004806,0
0.0414309999978286,0
0.0418969999955152,0
0.0423620000001392,0
0.0428279999978258,0
0.0432929999951739,0
0.0437590000001364,0
0.0442239999974845,0
0.0446899999951711,0
0.0451549999997951,0
0.0456209999974817,0
0.0460859999948298,0
0.0465519999997923,0
0.0470169999971404,0
0.047482999994827,0
0.047947999999451,0
0.0484139999971376,0
0.0488789999944856,0
0.0493449999994482,0
0.0498099999967963,0
0.0502759999944828,0
0.0507409999991069,0
0.0512069999967935,0
0.0516719999941415,0
0.0521379999991041,0
0.0526029999964521,0
0.0530689999941387,0
0.0535339999987627,0
0.0539999999964493,0
0.0544659999941359,0
0.0549309999987599,0
0.0553969999964465,0
0.0558620000010706,0
0.0563279999987572,0
0.0567929999961052,0
0.0572590000010678,0
0.0577239999984158,0
0.0581899999961024,0
0.0586550000007264,0
0.059120999998413,0
0.0595859999957611,0
0.0600520000007236,0
0.0605169999980717,0
0.0609829999957583,0
0.0614480000003823,0
0.0619139999980689,0
0.062378999995417,0
0.0628450000003795,0
0.0633099999977276,0
0.0637759999954142,0
0.0642410000000382,0
0.0647069999977248,0
0.0651719999950728,0
0.0656380000000354,0
0.0661029999973834,0
0.06656899999507,0
0.0670339999996941,0
